,Title,Author,Price,Sales Rank,Genre/Theme,Published Month,Published Year
293," Freedom Is a Constant Struggle: Ferguson, Palestine, and the Foundations of a Movement",Angela Y Davis,15.95,363,Political Science,Feb,2016
294, Narwhal: Unicorn of the Sea (A Narwhal and Jelly Book #1),Ben Clanton,7.99,365,Juvenile Fiction,Oct,2016
295, Beach Read,Emily Henry,16.0,366,Fiction,May,2020
296, Everything I Never Told You: A Novel,Celeste Ng,17.0,368,Fiction,May,2015
297," Sofia Valdez, Future Prez",Andrea Beaty,18.99,369,Juvenile Fiction,Nov,2019
298, The Only Good Indians,Stephen Graham Jones,26.99,370,Fiction,Jul,2020
299, Legendborn,Tracy Deonn,18.99,371,Young Adult Fiction,Sep,2020
300, The Stone Sky,N K Jemisin,17.99,373,Fiction,Aug,2017
301, Good Night Stories for Rebel Girls: 100 Immigrant Women Who Changed the World,Elena Favilli,35.0,375,Juvenile Nonfiction,Oct,2020
302, The Artist's Way: 25th Anniversary Edition,Julia Cameron,17.0,377,Self-Help,Oct,2016
303, Harry Potter and the Sorcerer's Stone,J K Rowling,10.99,378,Juvenile Fiction,Oct,1999
304, Missionaries: A Novel,Phil Klay,28.0,379,Fiction,Oct,2020
305," Furious Hours: Murder, Fraud, and the Last Trial of Harper Lee",Casey Cep,16.95,380,History,Sep,2020
306, East: 120 Vegan and Vegetarian Recipes from Bangalore to Beijing [American Measurements],Meera Sodha,35.0,381,Cooking,Oct,2020
307, Ten Lessons for a Post-Pandemic World,Fareed Zakaria,26.95,382,Political Science,Oct,2020
308, Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6),Dav Pilkey,9.99,384,Juvenile Fiction,Dec,2018
309, In the Woods: A Novel,Tana French,17.0,386,Fiction,May,2008
310, The Bad Guys (The Bad Guys #1),Aaron Blabey,5.99,388,Juvenile Fiction,Dec,2016
311, The Mitten,Jan Brett,8.99,390,Juvenile Fiction,Oct,1996
312," All That the Rain Promises, and More...: A Hip Pocket Guide to Western Mushrooms",David Arora,17.99,392,Nature,Feb,1991
313, Underland: A Deep Time Journey,Robert MacFarlane,17.95,394,Science,Aug,2020
314, The Mysterious Benedict Society,Trenton Lee Stewart,9.99,395,Juvenile Fiction,Apr,2008
315, Clap When You Land,Elizabeth Acevedo,18.99,396,Young Adult Fiction,May,2020
316," When the Light of the World Was Subdued, Our Songs Came Through: A Norton Anthology of Native Nations Poetry",Joy Harjo,19.95,398,Literary Criticism,Aug,2020
317, The Last Kids on Earth and the Skeleton Road,Max Brallier,13.99,399,Juvenile Fiction,Sep,2020
318, Men to Avoid in Art and Life,Nicole Tersigni,14.95,400,Humor,Aug,2020
319," Percy Jackson and the Olympians, Book Three The Titan's Curse",Rick Riordan,7.99,401,Juvenile Fiction,Apr,2008
320, Sofia Valdez and the Vanishing Vote,Andrea Beaty,12.99,405,Juvenile Fiction,Oct,2020
321, Kristy's Great Idea (The Baby-Sitters Club Graphic Novel #1): A Graphix Book (Revised edition): Full-Color Edition,Ann M Martin,10.99,406,Juvenile Fiction,Apr,2015
322, The Hate U Give,Angie Thomas,18.99,408,Young Adult Fiction,Feb,2017
323, The Hole,Hiroko Oyamada,12.95,409,Fiction,Oct,2020
324, Punching the Air,Ibi Zoboi,19.99,410,Young Adult Fiction,Sep,2020
325, Breasts and Eggs,Mieko Kawakami,27.0,411,Fiction,Apr,2020
326, Snacking Cakes: Simple Treats for Anytime Cravings: A Baking Book,Yossy Arefi,24.0,412,Cooking,Oct,2020
327, The Dragonet Prophecy (Wings of Fire #1),Tui T Sutherland,7.99,413,Juvenile Fiction,Apr,2013
328, Guts,Raina Telgemeier,12.99,414,Juvenile Nonfiction,Sep,2019
329, Norse Mythology,Neil Gaiman,15.95,415,Fiction,Mar,2018
330, Red at the Bone: A Novel,Jacqueline Woodson,16.0,416,Fiction,Sep,2020
331," Women, Race & Class",Angela Y Davis,16.95,417,Social Science,Feb,1983
332, InvestiGators,John Patrick Green,9.99,419,Juvenile Fiction,Feb,2020
333, Her Body and Other Parties: Stories,Carmen Maria Machado,16.0,420,Fiction,Oct,2017
334, Ottolenghi Simple: A Cookbook,Yotam Ottolenghi,35.0,421,Cooking,Oct,2018
335," My Brilliant Friend: Neapolitan Novels, Book One",Elena Ferrante,17.0,422,Fiction,Oct,2012
336, The Secret Life of Groceries: The Dark Miracle of the American Supermarket,Benjamin Lorr,27.0,424,Business & Economics,Sep,2020
337, The Best American Essays 2020,Andre Aciman,16.99,425,Literary Collections,Nov,2020
338, Beloved,Toni Morrison,16.0,426,Fiction,Jun,2004
339, Death in Her Hands: A Novel,Ottessa Moshfegh,27.0,427,Fiction,Jun,2020
340, A Tale of Magic...,Chris Colfer,9.99,428,Juvenile Fiction,Aug,2020
341, Nothing Fancy: Unfussy Food for Having People Over,Alison Roman,32.5,429,Cooking,Oct,2019
342, The Penguin Book of Christmas Stories: From Hans Christian Andersen to Angela Carter,Jessica Harrison,25.0,431,Fiction,Nov,2020
343, Practical Magic: 25th Anniversary Edition,Alice Hoffman,17.0,432,Fiction,Aug,2003
344, Jabari Jumps,Gaia Cornwall,7.99,434,Juvenile Fiction,Apr,2020
345, H Is for Hawk,Helen MacDonald,16.0,438,Biography & Autobiography,Mar,2016
346, Becoming RBG: Ruth Bader Ginsburg's Journey to Justice,Debbie Levy,12.99,439,Juvenile Nonfiction,Nov,2019
347," Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Allie Brosh,21.0,440,Humor,Oct,2013
348, Harry Potter And The Prisoner Of Azkaban,J K Rowling,10.99,443,Juvenile Fiction,Oct,2001
349, Harry Potter and the Chamber of Secrets,J K Rowling,10.99,445,Juvenile Fiction,Sep,2000
350, Rules of Civility: A Novel,Amor Towles,17.0,446,Fiction,Jun,2012
351, Rebecca,Daphne Du Maurier,16.99,447,Fiction,Sep,2006
352, The Witches: The Graphic Novel,Roald Dahl,14.99,448,Juvenile Fiction,Sep,2020
353," Sing, Unburied, Sing: A Novel",Jesmyn Ward,17.0,450,Fiction,May,2018
354, Let's Talk About Race,Julius Lester,7.99,452,Juvenile Nonfiction,Dec,2008
355, The Book of Delights: Essays,Ross Gay,23.95,453,Biography & Autobiography,Feb,2019
356, Pachinko,Min Jin Lee,16.99,454,Fiction,Nov,2017
357, Gideon the Ninth,Tamsyn Muir,17.99,455,Fiction,Jul,2020
358, If Beale Street Could Talk,James Baldwin,14.95,458,Fiction,Oct,2006
359, Corduroy,Don Freeman,7.99,461,Juvenile Fiction,Oct,2014
360, The Poet X,Elizabeth Acevedo,12.99,462,Young Adult Fiction,Apr,2020
361, Hollowpox: The Hunt for Morrigan Crow,Jessica Townsend,17.99,464,Juvenile Fiction,Oct,2020
362, American Utopia,David Byrne,24.0,466,Comics & Graphic Novels,Oct,2020
363, All the Light We Cannot See: A Novel,Anthony Doerr,18.0,467,Fiction,Apr,2017
364, The Tattooist of Auschwitz: A Novel,Heather Morris,16.99,468,Fiction,Sep,2018
365, Bird by Bird: Some Instructions on Writing and Life,Anne Lamott,16.0,469,Reference,Sep,1995
366, The Best American Travel Writing 2020,Jason Wilson,16.99,470,Literary Collections,Nov,2020
367, When Things Fall Apart: Heart Advice for Difficult Times (20th Anniversary Edition),Pema Chodron,16.95,471,Self-Help,Jun,2016
368, The Princess in Black and the Perfect Princess Party,Shannon Hale,6.99,472,Juvenile Fiction,Apr,2016
369," Think Big, Little One",Vashti Harrison,8.99,473,Juvenile Nonfiction,Oct,2019
370, We Want to Do More Than Survive: Abolitionist Teaching and the Pursuit of Educational Freedom,Bettina Love,16.0,474,Education,Feb,2020
371," I Survived the California Wildfires, 2018 (I Survived #20)",Lauren Tarshis,5.99,475,Juvenile Fiction,Sep,2020
372, Three Women,Lisa Taddeo,17.0,476,Social Science,Jul,2020
373, One Hundred Years of Solitude,Gabriel Garcia Marquez,16.99,477,Fiction,Feb,2006
374," Black Leopard, Red Wolf",Marlon James,18.0,479,Fiction,Feb,2020
375, The Silent Patient,Alex Michaelides,26.99,480,Fiction,Feb,2019
376, His Only Wife,Peace Adzo Medie,25.95,481,Fiction,Sep,2020
377, Why Are All the Black Kids Sitting Together in the Cafeteria?: And Other Conversations About Race,Beverly Daniel Tatum,18.99,483,Psychology,Sep,2017
378, Matty Matheson: Home Style Cookery: A Home Cookbook,Matty Matheson,35.0,484,Cooking,Sep,2020
379, The Land of Stories: The Wishing Spell,Chris Colfer,9.99,485,Juvenile Fiction,Jul,2013
380, Big Friendship: How We Keep Each Other Close,Aminatou Sow,26.0,487,Social Science,Jul,2020
381, The Good Lord Bird: A Novel,James McBride,16.0,488,Fiction,Aug,2014
382, Where the Wild Ladies Are,Aoko Matsuda,16.95,489,Fiction,Oct,2020
383, Mae Among the Stars,Roda Ahmed,17.99,490,Juvenile Fiction,Jan,2018
384, Juliet Takes a Breath,Gabby Rivera,17.99,492,Young Adult Fiction,Sep,2019
385," His Very Best: Jimmy Carter, a Life",Jonathan Alter,37.5,493,History,Sep,2020
386, Becoming Muhammad Ali,James Patterson,16.99,494,Juvenile Fiction,Oct,2020
387, A Is for Awesome!: 23 Iconic Women Who Changed the World,Eva Chen,9.99,495,Juvenile Nonfiction,Feb,2019
388, Magpie Murders: A Novel,Anthony Horowitz,16.99,496,Fiction,Mar,2018
389, All the World,Liz Garton Scanlon,7.99,497,Juvenile Fiction,Aug,2015
390," Ivy & Bean , Book 1 (Ivy and Bean Books, Books for Elementary School)",Annie Barrows,5.99,498,Juvenile Fiction,Mar,2007
391," Tristan Strong Destroys the World (A Tristan Strong Novel, Book 2)",Kwame Mbalia,17.99,500,Juvenile Fiction,Oct,2020
392, We Should All Be Feminists,Chimamanda Ngozi Adichie,8.95,502,Political Science,Feb,2015
393, Should I Share My Ice Cream? (An Elephant and Piggie Book),Mo Willems,9.99,503,Juvenile Fiction,Jun,2011
394, I Like Myself! (board book),Karen Beaumont,7.99,504,Juvenile Fiction,Apr,2016
395, We Are in a Book! (An Elephant and Piggie Book),Mo Willems,9.99,505,Juvenile Fiction,Sep,2010
396, The Undefeated,Kwame Alexander,17.99,506,Juvenile Nonfiction,Apr,2019
397, The Proudest Blue: A Story of Hijab and Family,Ibtihaj Muhammad,17.99,507,Juvenile Fiction,Sep,2019
398, A Burning: A novel,Megha Majumdar,25.95,509,Fiction,Jun,2020
399, Cobble Hill: A Novel,Cecily von Ziegesar,24.3,511,Fiction,Nov,2020
400, The Snowy Day,Ezra Jack Keats,7.99,514,Juvenile Fiction,Oct,1976
401, Grown,Tiffany D Jackson,17.99,516,Young Adult Fiction,Sep,2020
402, Dragon Masters #2: Saving the Sun Dragon (A Branches Book),Tracey West,5.99,517,Juvenile Fiction,Nov,2014
403, Disappearing Earth,Julia Phillips,16.95,518,Fiction,Apr,2020
404, Dreyer's English: An Utterly Correct Guide to Clarity and Style,Benjamin Dreyer,18.0,519,Humor,Aug,2020
405, The Best American Mystery Stories 2020,C J Box,16.99,521,Fiction,Nov,2020
406, Deacon King Kong: A Novel,James McBride,28.0,522,Fiction,Mar,2020
407, Giving Tree,Shel Silverstein,17.99,523,Juvenile Fiction,Jun,1998
408, Pages & Co.: The Bookwanderers,Anna James,8.99,524,Juvenile Fiction,Feb,2020
409, Don't Let the Pigeon Drive the Bus!,Mo Willems,16.99,525,Juvenile Fiction,Apr,2003
410, Jabari Tries,Gaia Cornwall,16.99,527,Juvenile Fiction,Sep,2020
411, I Want to Sleep Under the Stars! (An Unlimited Squirrels Book),Mo Willems,12.99,528,Juvenile Nonfiction,Oct,2020
412, The Wild Robot Escapes,Peter Brown,8.99,530,Juvenile Fiction,Apr,2020
413, Six of Crows,Leigh Bardugo,11.99,531,Young Adult Fiction,Feb,2018
414, Earth Keeper: Reflections on the American Land,N Scott Momaday,17.99,532,Poetry,Nov,2020
415, The Neil Gaiman Reader: Selected Fiction,Neil Gaiman,40.0,533,Fiction,Oct,2020
416, The Secret History,Donna Tartt,17.0,534,Fiction,Apr,2004
417, Dragon Masters #3: Secret of the Water Dragon: A Branches Book,Tracey West,5.99,535,Juvenile Fiction,Feb,2015
418, The Flavor Equation: The Science of Great Cooking Explained in More Than 100 Essential Recipes,Nik Sharma,35.0,536,Cooking,Oct,2020
419, Slouching Towards Bethlehem: Essays,Joan Didion,16.0,540,Social Science,Oct,2008
420, The Man Who Ate Too Much: The Life of James Beard,John Birdsall,35.0,541,Cooking,Oct,2020
421, Hatchet: 20th Anniversary Edition,Gary Paulsen,8.99,542,Juvenile Fiction,Jan,2007
422, In the Dream House: A Memoir,Carmen Maria Machado,26.0,544,Family & Relationships,Nov,2019
423, Dog Man: A Tale of Two Kitties: From the Creator of Captain Underpants (Dog Man #3),Dav Pilkey,9.99,545,Juvenile Fiction,Aug,2017
424," The Green Witch: Your Complete Guide to the Natural Magic of Herbs, Flowers, Essential Oils, and More",Arin Murphy-Hiscock,16.99,546,"Body, Mind & Spirit",Sep,2017
425, The Truth About Stacey (The Baby-Sitters Club Graphic Novel #2): A Graphix Book (Revised edition): Full-Color Edition,Raina Telgemeier,10.99,547,Juvenile Fiction,Jul,2015
426, Little Blue Truck board book,Alice Schertle,8.99,548,Juvenile Fiction,Jul,2020
427," The Long Way to a Small, Angry Planet",Becky Chambers,17.99,550,Fiction,Jul,2016
428, The Stonekeeper (Amulet #1),Kazu Kibuishi,12.99,551,Juvenile Fiction,Jan,2008
429, Little Legends: Exceptional Men in Black History,Vashti Harrison,17.99,556,Juvenile Nonfiction,Nov,2019
430, Three Keys (A Front Desk Novel),Kelly Yang,17.99,557,Juvenile Fiction,Sep,2020
431, Gods of Jade and Shadow,Silvia Moreno-Garcia,16.0,558,Fiction,Feb,2020
432, Citizen: An American Lyric,Claudia Rankine,20.0,559,Art,Oct,2014
433, Barnyard Dance!,Sandra Boynton,7.95,561,Juvenile Fiction,Oct,1993
434, Christmas Parade,Sandra Boynton,7.99,563,Juvenile Fiction,Sep,2020
435, The Trials of Apollo: Book One The Hidden Oracle,Rick Riordan,9.99,565,Juvenile Fiction,Oct,2017
436," New World Sourdough: Artisan Techniques for Creative Homemade Fermented Breads; With Recipes for Birote, Bagels, Pan de Coco, Beignets, and More",Bryan Ford,27.99,566,Cooking,Jun,2020
437, The Meaning of Mariah Carey,Mariah Carey,29.99,567,Music,Sep,2020
438, Lightfall: The Girl & the Galdurian,Tim Probert,12.99,570,Juvenile Fiction,Sep,2020
439, Spy School,Stuart Gibbs,8.99,571,Juvenile Fiction,Apr,2013
440, Holes,Louis Sachar,8.99,573,Juvenile Fiction,May,2000
441, Ghosts,Raina Telgemeier,10.99,574,Juvenile Fiction,Sep,2016
442, Strongmen: Mussolini to the Present,Ruth Ben-Ghiat,28.95,575,Political Science,Nov,2020
443, Mutual Aid: Building Solidarity During This Crisis (and the Next),Dean Spade,14.95,576,Social Science,Oct,2020
444, The Day the Crayons Quit,Drew Daywalt,17.99,579,Juvenile Fiction,Jun,2013
445, An American Marriage (Oprah's Book Club): A Novel,Tayari Jones,16.95,580,Fiction,Feb,2019
446, Elatsoe,Darcie Little Badger,18.99,581,Young Adult Fiction,Aug,2020
447, Beowulf: A New Translation,Maria Dahvana Headley,15.0,584,Fiction,Aug,2020
448, Becoming Brianna,Terri Libenson,12.99,586,Juvenile Fiction,May,2020
449, In Bibi's Kitchen: The Recipes and Stories of Grandmothers from the Eight African Countries that Touch the Indian Ocean [A Cookbook],Hawa Hassan,35.0,587,Travel,Oct,2020
450," Indestructibles: Things That Go!: Chew Proof Rip Proof Nontoxic 100% Washable (Book for Babies, Newborn Books, Vehicle Books, Safe to Chew)",Stephan Lomp,5.95,590,Juvenile Nonfiction,Apr,2017
451, The Girl Who Drank the Moon (Winner of the 2017 Newbery Medal),Kelly Barnhill,9.95,593,Juvenile Fiction,Apr,2019
452, Greenglass House,Kate Milford,7.99,597,Juvenile Fiction,Sep,2016
453, Will My Cat Eat My Eyeballs?: And Other Questions About Dead Bodies,Caitlin Doughty,15.95,599,Science,Sep,2020
454, Waiting Is Not Easy! (An Elephant and Piggie Book),Mo Willems,9.99,600,Juvenile Fiction,Nov,2014
455, Minor Feelings: An Asian American Reckoning,Cathy Park Hong,27.0,602,Social Science,Feb,2020
456, Harry Potter And The Goblet Of Fire,J K Rowling,12.99,603,Juvenile Fiction,Sep,2002
457, Unsheltered: A Novel,Barbara Kingsolver,17.99,605,Fiction,Oct,2019
458, The Princess in Black and the Hungry Bunny Horde,Shannon Hale,6.99,606,Juvenile Fiction,Dec,2016
459, Indian-ish: Recipes and Antics from a Modern American Family,Priya Krishna,28.0,607,Cooking,Apr,2019
460, Ready Player One: A Novel,Ernest Cline,17.0,608,Fiction,Jun,2012
461," Press Here (Baby Board Book, Learning to Read Book, Toddler Board Book, Interactive Book for Kids): Board Book Edition",Herve Tullet,8.99,609,Juvenile Fiction,Feb,2019
462, The Alice Network: A Novel,Kate Quinn,16.99,610,Fiction,Jun,2017
463, Attached: The New Science of Adult Attachment and How It Can Help You Find--and Keep-- Love,Amir Levine,17.0,611,Self-Help,Jan,2012
464, Karen's Roller Skates (Baby-sitters Little Sister Graphic Novel #2): A Graphix Book (Adapted edition),Ann M Martin,10.99,612,Juvenile Fiction,Jul,2020
465, News of the World: A Novel,Paulette Jiles,15.99,613,Fiction,Jun,2017
466, Esperanza Rising (Scholastic Gold),Pam Munoz Ryan,7.99,615,Juvenile Fiction,May,2002
467, InvestiGators: Take the Plunge,John Patrick Green,9.99,617,Juvenile Fiction,Sep,2020
468, One by One,Ruth Ware,27.99,618,Fiction,Sep,2020
469, Sometimes People March,Tessa Allen,17.99,619,Juvenile Nonfiction,Sep,2020
470," Just Ask!: Be Different, Be Brave, Be You",Sonia Sotomayor,17.99,620,Juvenile Fiction,Sep,2019
471, The Boy from the Woods,Harlan Coben,16.99,621,Fiction,Oct,2020
472, Giovanni's Room,James Baldwin,14.0,623,Fiction,Sep,2013
473, Heavy: An American Memoir,Kiese Laymon,16.0,624,Social Science,Mar,2019
474, We Are Never Meeting in Real Life.: Essays,Samantha Irby,15.95,625,Biography & Autobiography,May,2017
475, Grumpy Monkey Up All Night,Suzanne Lang,18.99,626,Juvenile Fiction,Sep,2020
476, Room on the Broom,Julia Donaldson,7.99,628,Juvenile Fiction,Aug,2012
477, The Odyssey,Homer,18.95,629,Literary Collections,Nov,2018
478, The Grammarians: A Novel,Cathleen Schine,17.0,631,Fiction,Nov,2020
479, Good Talk: A Memoir in Conversations,Mira Jacob,20.0,633,Humor,Mar,2020
480, The Plague,Albert Camus,15.0,635,Fiction,May,1991
481, Akata Witch,Nnedi Okorafor,10.99,636,Young Adult Fiction,Jul,2017
482, Little Owl's Snow,Divya Srinivasan,7.99,637,Juvenile Fiction,Oct,2020
483, The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,16.0,639,Self-Help,Aug,2004
484, Wild Seed,Octavia E Butler,16.99,641,Fiction,Mar,2020
485, Phoebe and Her Unicorn,Dana Simpson,9.99,642,Juvenile Fiction,Sep,2014
486," Wings of Fire, Book Five: The Brightest Night",Tui T Sutherland,7.99,646,Juvenile Fiction,Apr,2015
487," Moon Rising (Wings of Fire, Book 6)",Tui T Sutherland,7.99,647,Juvenile Fiction,Jun,2016
488, Women in Art Puzzle: Fearless Creatives Who Inspired the World 500-Piece Jigsaw Puzzle and Poster: Jigsaw Puzzles for Adults and Jigsaw Puzzles for Kids,Rachel Ignotofsky,16.99,648,Young Adult Nonfiction,Nov,2020
489, The Case of the Left-Handed Lady: An Enola Holmes Mystery,Nancy Springer,7.99,649,Juvenile Fiction,May,2008
490, A Long Petal of the Sea: A Novel,Isabel Allende,28.0,652,Fiction,Jan,2020
491, Indestructibles: Let's Be Kind,Ekaterina Trukhan,5.95,655,Juvenile Fiction,Mar,2020
492, Convenience Store Woman: A Novel,Sayaka Murata,15.0,657,Fiction,Sep,2019
493, Billion Dollar Loser: The Epic Rise and Spectacular Fall of Adam Neumann and WeWork,Reeves Wiedeman,28.0,658,Biography & Autobiography,Oct,2020
494, Harry Potter And The Half-Blood Prince,J K Rowling,12.99,660,Juvenile Fiction,Sep,2006
495, The Night Before Christmas,Clement C Moore,18.99,663,Juvenile Fiction,Sep,2020
496, The Sacrifice of Darkness,Roxane Gay,24.99,664,Comics & Graphic Novels,Oct,2020
497, The Monster at the End of This Book (Sesame Street),Jon Stone,4.99,665,Juvenile Fiction,Dec,1999
498, The Tyranny of Merit: What's Become of the Common Good?,Michael J Sandel,28.0,666,Philosophy,Sep,2020
499, Act,Kayla Miller,12.99,667,Juvenile Fiction,Jul,2020
500," Every Little Thing: Based on the song 'Three Little Birds' by Bob Marley (Preschool Music Books, Children Song Books, Reggae for Kids)",Bob Marley,7.99,668,Juvenile Fiction,Mar,2015
501, An Elephant & Piggie Biggie Volume 2!,Mo Willems,16.99,669,Juvenile Fiction,Sep,2019
502, The Lost Heir (Wings of Fire #2),Tui T Sutherland,7.99,670,Juvenile Fiction,Sep,2013
503, Olive Kitteridge,Elizabeth Strout,17.0,671,Fiction,Sep,2008
